"start";"end";"Org";"Nome do profissional de saúde";"Qual o distrito de saúde?";"Qual o distrito de saúde?/DABEL";"Qual o distrito de saúde?/DABEN";"Qual o distrito de saúde?/DAENT";"Qual o distrito de saúde?/DAGUA";"Qual o distrito de saúde?/DAICO";"Qual o distrito de saúde?/DAMOS";"Qual o distrito de saúde?/DAOUT";"Qual o distrito de saúde?/DASAC";"Nome do ponto de venda ou do proprietário";"Telefone de contato";"Localização";"_Localização_latitude";"_Localização_longitude";"_Localização_altitude";"_Localização_precision";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2025-08-27 11:41:07.840000-03:00";"2025-08-27 11:57:49.676000-03:00";"";"Mayson Antonio Lopes Souza";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Maria dos Santos";"91991851485";"-1.451279 -48.449663 -10.899999618530273 21.499000549316406";"-1.451279";"-48.449663";"-10.899999618530273";"21.499000549316406";"547044054";"c242d78e-88cf-4515-bd25-9aaea3527db4";"2025-08-27 14:58:07";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"321"
"2025-08-26 10:12:43.772000-03:00";"2025-08-27 15:07:56.840000-03:00";"";"Rodrigo Gonçalves Resque";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Açaí do nato";"91982268233";"-1.440035 -48.4924115 20 10";"-1.440035";"-48.4924115";"20";"10";"547168246";"c3254429-178b-491c-92b5-55bc406e7d1c";"2025-08-27 18:07:57";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"322"
"2025-08-27 15:07:56.881000-03:00";"2025-08-27 15:10:15.071000-03:00";"";"Rodrigo Gonçalves Resque";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Point do açaí d’amazonia";"(91) 3085-7229";"-1.4404955 -48.4914194 55 4";"-1.4404955";"-48.4914194";"55";"4";"547169176";"fe649678-670b-4ef9-90c0-3984d4177f50";"2025-08-27 18:10:15";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"323"
"2025-08-27 15:47:35.004000-03:00";"2025-08-27 15:51:29.682000-03:00";"";"";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Açaí da Zica";"91 991439617";"-1.406273 -48.467995 -9.59999942779541 20";"-1.406273";"-48.467995";"-9.59999942779541";"20";"547187917";"0a7c6499-dbe4-46fb-89e5-5701f3291063";"2025-08-27 18:51:30";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"324"
"2025-08-27 18:07:33.287000-03:00";"2025-08-27 18:16:00.330000-03:00";"";"Luciane Santos";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí da Lecy";"91981934275";"-1.381424 -48.455451 65 1";"-1.381424";"-48.455451";"65";"1";"547246525";"3e3497b5-0e96-477d-8790-f8082e7b4b35";"2025-08-27 21:16:00";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"325"
"2025-08-27 18:16:00.362000-03:00";"2025-08-27 18:18:36.891000-03:00";"";"Luciane Barros";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Ponto de Açaí 1";"91985356632";"-1.382682 -48.455416 65 1";"-1.382682";"-48.455416";"65";"1";"547247396";"7a8ed08c-2bc1-4c8d-9ff9-559cb946296b";"2025-08-27 21:18:37";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"326"
"2025-08-27 18:18:36.935000-03:00";"2025-08-27 18:22:23.344000-03:00";"";"Luciane Santos";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí da Odaiza";"91981925955";"-1.382041 -48.45372 65 1";"-1.382041";"-48.45372";"65";"1";"547248608";"e475a363-34f7-42c0-930c-27ade3e63189";"2025-08-27 21:22:23";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"327"
"2025-08-28 06:38:47.850000-03:00";"2025-08-28 07:21:17.405000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do negão";"983261632";"-1.36026 -48.4439 -5.100000381469727 10.567999839782715";"-1.36026";"-48.4439";"-5.100000381469727";"10.567999839782715";"547532448";"a642f3d7-bef1-4ac2-8f22-d4e48525418d";"2025-08-28 10:21:19";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"328"
"2025-08-28 07:21:17.441000-03:00";"2025-08-28 07:26:36.075000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí da Renatinha";"998168625";"-1.359091 -48.441994 -2.1000001430511475 15.531000137329102";"-1.359091";"-48.441994";"-2.1000001430511475";"15.531000137329102";"547536682";"193bfe69-a350-4b4b-8161-7173d584641c";"2025-08-28 10:26:37";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"329"
"2025-08-28 07:26:36.100000-03:00";"2025-08-28 07:45:54.968000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Ney";"998354080";"-1.358844 -48.441893 -1.8000000715255737 18.700000762939453";"-1.358844";"-48.441893";"-1.8000000715255737";"18.700000762939453";"547551103";"25966c9f-207c-49ad-91ac-4342ae45a7a4";"2025-08-28 10:45:56";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"330"
"2025-08-28 07:45:55.005000-03:00";"2025-08-28 07:49:18.014000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Tuca";"988474143";"-1.360285 -48.443112 -4.400000095367432 17.104000091552734";"-1.360285";"-48.443112";"-4.400000095367432";"17.104000091552734";"547554026";"5a753e38-d646-4a2c-9118-9a9d7d5ca75d";"2025-08-28 10:49:19";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"331"
"2025-08-28 07:49:18.037000-03:00";"2025-08-28 07:51:54.642000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí da Kátia";"980479269";"-1.360426 -48.442639 -5.300000190734863 14.574999809265137";"-1.360426";"-48.442639";"-5.300000190734863";"14.574999809265137";"547556428";"4247d905-a653-4380-8529-65b94f82708f";"2025-08-28 10:51:55";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"332"
"2025-08-28 07:51:54.688000-03:00";"2025-08-28 07:55:07.788000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaírão";"998356085";"-1.358781 -48.441366 -1.600000023841858 20.41900062561035";"-1.358781";"-48.441366";"-1.600000023841858";"20.41900062561035";"547559133";"087c707d-1b9a-4d04-bbaa-71c711b2227b";"2025-08-28 10:55:08";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"333"
"2025-08-28 07:55:07.813000-03:00";"2025-08-28 08:00:35.458000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Sagrado Açaí Marajoara";"985901188";"-1.360488 -48.440542 -2.700000286102295 4.300000190734863";"-1.360488";"-48.440542";"-2.700000286102295";"4.300000190734863";"547563371";"c136e50c-8692-42cb-ba11-281e780a9d21";"2025-08-28 11:00:36";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"334"
"2025-08-28 08:00:35.479000-03:00";"2025-08-28 08:01:20.737000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí Norte";"982823702";"-1.360592 -48.440354 -2.3000001907348633 31.246000289916992";"-1.360592";"-48.440354";"-2.3000001907348633";"31.246000289916992";"547564261";"3c7410a0-b6e4-469a-bd2e-8169fd8cb74b";"2025-08-28 11:01:21";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"335"
"2025-08-28 08:01:20.754000-03:00";"2025-08-28 08:03:48.589000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do paraense";"980939914";"-1.359686 -48.440064 -2.000000238418579 20.007999420166016";"-1.359686";"-48.440064";"-2.000000238418579";"20.007999420166016";"547566572";"44deb51a-3b1c-4510-a3d3-b4fa436a88c3";"2025-08-28 11:03:50";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"336"
"2025-08-27 09:29:12.267000-03:00";"2025-08-28 08:42:31.543000-03:00";"";"Jose augusto barreto martins";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açai du' mega";"91999030348";"-1.455647 -48.452302 -10.899999618530273 11.467000007629395";"-1.455647";"-48.452302";"-10.899999618530273";"11.467000007629395";"547598284";"d3a74ce2-8911-48b4-bb07-90ecbab78a69";"2025-08-28 11:42:32";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"337"
"2025-08-28 08:42:31.640000-03:00";"2025-08-28 08:47:12.477000-03:00";"";"Jose augusto barreto martins";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí sabor da terra,rosangela";"91985393907";"-1.456043 -48.452699 -11.09999942779541 22.402999877929688";"-1.456043";"-48.452699";"-11.09999942779541";"22.402999877929688";"547601696";"17b37fc3-f99c-42fa-993b-078fb1e8448a";"2025-08-28 11:47:14";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"338"
"2025-08-28 08:47:12.568000-03:00";"2025-08-28 08:56:01.291000-03:00";"";"Jose augusto barreto martins";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí deus é fiel, marcos";"91988183008";"-1.456976 -48.452971 -10.800000190734863 16.582000732421875";"-1.456976";"-48.452971";"-10.800000190734863";"16.582000732421875";"547608819";"b644efc6-b362-4463-8baf-c061419385d4";"2025-08-28 11:56:02";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"339"
"2025-08-28 08:56:01.399000-03:00";"2025-08-28 09:04:00.491000-03:00";"";"Jose augusto barreto martins";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açai romã, paulo cesar";"91993066655";"-1.457027 -48.452772 -10.699999809265137 12.937999725341797";"-1.457027";"-48.452772";"-10.699999809265137";"12.937999725341797";"547614617";"9b0b5371-8218-4f02-a15a-43a7f593dbdf";"2025-08-28 12:04:01";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"340"
"2025-08-28 09:05:04.991000-03:00";"2025-08-28 09:13:51.339000-03:00";"";"Rosa Helena Fonseca pereira";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí da Gê";"992266193";"-1.470511 -48.479078 4.748802734554981 20";"-1.470511";"-48.479078";"4.748802734554981";"20";"547621824";"a897a28c-05e0-4eee-a72a-8dc01829ce04";"2025-08-28 12:13:52";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"341"
"2025-08-28 09:13:51.435000-03:00";"2025-08-28 09:17:09.403000-03:00";"";"Rosa Helena Fonseca pereira";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí do Carlinhos";"9989354614";"-1.470758 -48.479416 5.613038063049316 40";"-1.470758";"-48.479416";"5.613038063049316";"40";"547624291";"fd49c6fd-3619-4dad-bec0-d44b2c4a3b4e";"2025-08-28 12:17:10";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"342"
"2025-08-28 09:04:00.616000-03:00";"2025-08-28 09:31:57.603000-03:00";"";"Jose augusto barreto martins";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açai do denis";"91900000000";"-1.456668 -48.453846 -11.800000190734863 14.567000389099121";"-1.456668";"-48.453846";"-11.800000190734863";"14.567000389099121";"547635314";"e29f2413-77c7-446b-a043-8e5cfd8a47b7";"2025-08-28 12:31:58";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"343"
"2025-08-28 09:34:24.866000-03:00";"2025-08-28 09:44:46.759000-03:00";"";"Adriete Rodrigues batista";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí do JM";"91989110869";"-1.313307 -48.448111 14.870120827194558 6.111254270620991";"-1.313307";"-48.448111";"14.870120827194558";"6.111254270620991";"547644166";"bae9dadd-1377-41e4-aaec-e73585a3a513";"2025-08-28 12:44:48";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"344"
"2025-08-13 11:31:57.503000-03:00";"2025-08-28 09:45:00.626000-03:00";"";"Carla Dayse Alves dos Santos de Castro";"";"";"";"";"";"";"";"";"";"Isaque (açaí Humaitá)";"9198429-3116";"-1.437061 -48.469177 -8.800000190734863 100";"-1.437061";"-48.469177";"-8.800000190734863";"100";"547644290";"da26ccf2-c106-4e1f-a149-8266fba0f027";"2025-08-28 12:45:01";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"345"
"2025-08-28 09:42:53.922000-03:00";"2025-08-28 09:45:02.161000-03:00";"";"Lilian Cristina modesta Guimarães santos";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Açaí do Edir";"98197-3060";"-1.412399 -48.46808 -3 13.329000473022461";"-1.412399";"-48.46808";"-3";"13.329000473022461";"547644309";"41dab604-f6fc-4419-8f0c-9a1c7a113716";"2025-08-28 12:45:02";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"346"
"2025-08-26 09:10:36.862000-03:00";"2025-08-28 09:55:40.466000-03:00";"";"David Alexandre Farias dos Santos";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Domingos Abreu Sodré";"91998306679";"-1.375075 -48.463173 -5.200000286102295 15.029000282287598";"-1.375075";"-48.463173";"-5.200000286102295";"15.029000282287598";"547652127";"ae1934e6-5461-4848-b045-e0e21ae69e19";"2025-08-28 12:55:42";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"347"
"2025-08-28 09:31:55.294000-03:00";"2025-08-28 09:57:41.890000-03:00";"";"CINTHYA VAZ DA GRACA";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí e cia";"91980090340";"-1.407882 -48.42647 1.899999976158142 23.155000686645508";"-1.407882";"-48.42647";"1.899999976158142";"23.155000686645508";"547653638";"35b59041-4455-45d5-b7c7-bd62c82926a7";"2025-08-28 12:57:39";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"348"
"2025-08-28 09:57:42.001000-03:00";"2025-08-28 09:58:30.322000-03:00";"";"CINTHYA VAZ DA GRACA";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí e cia";"91980090340";"-1.407904 -48.426484 1.899999976158142 18.079999923706055";"-1.407904";"-48.426484";"1.899999976158142";"18.079999923706055";"547654264";"2d32c350-9b86-4031-b668-f4fabb5af1c0";"2025-08-28 12:58:26";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"349"
"2025-08-28 09:45:00.662000-03:00";"2025-08-28 09:59:36.270000-03:00";"";"Carla Dayse Alves dos Santos";"";"";"";"";"";"";"";"";"";"Açaite";"91986286777";"-1.437042 -48.469512 -9.199999809265137 30.908000946044922";"-1.437042";"-48.469512";"-9.199999809265137";"30.908000946044922";"547655045";"3da29463-3f52-4934-aeef-9eaedff3c3d4";"2025-08-28 12:59:37";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"350"
"2025-08-28 09:58:06.574000-03:00";"2025-08-28 10:00:29.207000-03:00";"";"Benedita Alexandra Magno Martins";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Ramiel da Silva Pereira";"91985550593";"-1.445722 -48.449739 -11.09999942779541 8.480999946594238";"-1.445722";"-48.449739";"-11.09999942779541";"8.480999946594238";"547655677";"1f80e271-85ed-4a81-859a-c32e6a59ed61";"2025-08-28 13:00:31";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"351"
"2025-08-28 10:18:07.438000-03:00";"2025-08-28 10:19:03.870000-03:00";"";"ALAN TELES ARAUJO";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Silva";"91983410954";"-1.452955 -48.448165 -10.300000190734863 16.069000244140625";"-1.452955";"-48.448165";"-10.300000190734863";"16.069000244140625";"547670644";"03dc52c5-4924-484a-b50a-6ded89e14e00";"2025-08-28 13:19:06";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"352"
"2025-08-27 11:44:43.186000-03:00";"2025-08-28 10:22:37.573000-03:00";"";"Rozeci dos Passos Pinheiro";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Açaí da Leia";"91989004988";"-1.426727 -48.49215 -11 24.60700035095215";"-1.426727";"-48.49215";"-11";"24.60700035095215";"547673331";"9b319a34-7640-4bf5-9609-6949397d4206";"2025-08-28 13:22:38";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"353"
"2025-08-13 11:32:23.881000-03:00";"2025-08-28 10:26:47.611000-03:00";"";"Alediana Freitas Pereira";"";"";"";"";"";"";"";"";"";"Aurilene do Socorro Santos Barbosa";"91988168525";"-1.38316 -48.452038 0.2999999225139618 12.838000297546387";"-1.38316";"-48.452038";"0.2999999225139618";"12.838000297546387";"547676432";"0a7002ac-a0a5-41ec-9f53-7c6e017ef9de";"2025-08-28 13:26:46";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"354"
"2025-08-28 10:32:50.226000-03:00";"2025-08-28 10:33:48.918000-03:00";"";"BRUNA GEOVANNA DANTAS ANADIAS";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"PONTO DE AÇAÍ SEM DADOS";"Ponto de açaí sem dados";"-1.377776 -48.462283 -0.8000000715255737 28.545000076293945";"-1.377776";"-48.462283";"-0.8000000715255737";"28.545000076293945";"547681514";"ed2d0865-9f07-4d9d-b7cf-307861ce4fc1";"2025-08-28 13:33:49";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"355"
"2025-08-28 10:33:48.961000-03:00";"2025-08-28 10:36:41.241000-03:00";"";"BRUNA GEOVANNA DANTAS ANADIAS";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí dos filhos";"91993627205";"-1.377403 -48.461337 0.20000001788139343 2.5999999046325684";"-1.377403";"-48.461337";"0.20000001788139343";"2.5999999046325684";"547683816";"5659b0b4-f146-4c45-8f58-40a200ce8110";"2025-08-28 13:36:42";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"356"
"2025-08-25 09:40:11.524000-03:00";"2025-08-28 10:50:47.524000-03:00";"";"Indhira Monique Rodrigues da Silva";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"KL Açaí";"91989965228";"-1.435846 -48.469436 -10.199999809265137 24";"-1.435846";"-48.469436";"-10.199999809265137";"24";"547693971";"1e9dfc62-3695-4662-8983-be32a3668f21";"2025-08-28 13:50:48";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"357"
"2025-08-13 11:32:39.198000-03:00";"2025-08-28 10:14:27.330000-03:00";"";"Vania";"";"";"";"";"";"";"";"";"";"Gracenilda";"91984349180";"-1.422538 -48.475148 -6.400000095367432 72.62300109863281";"-1.422538";"-48.475148";"-6.400000095367432";"72.62300109863281";"547708547";"dc2ae700-3990-49cf-aeb0-1fe33e9539d3";"2025-08-28 14:09:08";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"358"
"2025-08-25 09:56:15.963000-03:00";"2025-08-25 10:26:40.280000-03:00";"";"Anizia Aleixo Teixeira Mendes";"";"";"";"";"";"";"";"";"";"açaí do kim";"980983425";"-1.469267 -48.480156 -11.399999618530273 36.900001525878906";"-1.469267";"-48.480156";"-11.399999618530273";"36.900001525878906";"547711096";"f27223d0-376d-4ac9-b1af-9abb3b09e9a8";"2025-08-28 14:12:25";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"359"
"2025-08-25 10:26:40.356000-03:00";"2025-08-28 11:22:47.850000-03:00";"";"Anizia Aleixo Teixeira Mendes";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"açaí kidelicia";"982429394";"-1.468981 -48.47945 -10.399999618530273 51.82099914550781";"-1.468981";"-48.47945";"-10.399999618530273";"51.82099914550781";"547719774";"ff4efd08-0f52-44c0-af6a-0de4de9eb397";"2025-08-28 14:22:50";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"360"
"2025-08-28 11:22:47.987000-03:00";"2025-08-28 11:25:33.380000-03:00";"";"";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"açaí do kim";"980983425";"-1.469338 -48.480155 -11.399999618530273 11.498000144958496";"-1.469338";"-48.480155";"-11.399999618530273";"11.498000144958496";"547722124";"baa2bfba-ef23-4ef4-be57-5ef32ca96edd";"2025-08-28 14:25:34";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"361"
"2025-08-28 13:37:06.138000-03:00";"2025-08-28 13:38:14.864000-03:00";"";"Rosa Almeida";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí Almeida";"91989249323";"-1.457778 -48.495096 -8 100";"-1.457778";"-48.495096";"-8";"100";"547822716";"28f50b3c-00f9-404f-b5e5-4ec93020d502";"2025-08-28 16:38:17";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"362"
"2025-08-28 15:01:29.547000-03:00";"2025-08-28 15:02:41.816000-03:00";"";"";"";"";"";"";"";"";"";"";"";"Gabriel Ângelo Barbosa pires";"91982902438";"-1.436111 -48.475824 6.916299164433902 9.337976860575674";"-1.436111";"-48.475824";"6.916299164433902";"9.337976860575674";"547871866";"b4b43f95-1552-42fc-9e11-d871dec934a6";"2025-08-28 18:02:42";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"363"
"2025-08-28 15:02:41.833000-03:00";"2025-08-28 15:05:54.780000-03:00";"";"";"";"";"";"";"";"";"";"";"";"Açaí do Anderson";"91982902438";"-1.436111 -48.475824 6.916299164433902 9.337976860575674";"-1.436111";"-48.475824";"6.916299164433902";"9.337976860575674";"547873689";"b7d566bf-4079-4a0e-962d-ebbccd21bd9a";"2025-08-28 18:05:55";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"364"
"2025-08-28 13:29:35.265000-03:00";"2025-08-28 15:18:07.240000-03:00";"";"JOIA CARDOSO PEIXOTO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"AÇAI DA NATA";"981006202";"-1.356832 -48.442117 -1.100000023841858 47.10599899291992";"-1.356832";"-48.442117";"-1.100000023841858";"47.10599899291992";"547878289";"a1af8829-ab52-472a-b2a7-3e3868127d6c";"2025-08-28 18:16:48";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"365"
"2025-08-28 15:18:07.429000-03:00";"2025-08-28 15:20:47.458000-03:00";"";"JOIA CARDOSO PEIXOTO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"AÇAÍ DA NATA";"(91)981006202";"-1.356649 -48.441997 -0.6999999284744263 38.04899978637695";"-1.356649";"-48.441997";"-0.6999999284744263";"38.04899978637695";"547879252";"ed2674c7-6716-441c-b0a9-f430ba0ec6ea";"2025-08-28 18:19:29";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"366"
"2025-08-28 13:39:01.344000-03:00";"2025-08-28 22:24:02.265000-03:00";"";"Rosa Tatiane Gonçalves de Almeida";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí Almeida";"91989249323";"-1.470259 -48.473784 -10.59999942779541 11.583000183105469";"-1.470259";"-48.473784";"-10.59999942779541";"11.583000183105469";"547995922";"9e4bffe3-4d37-483f-9680-519c266112da";"2025-08-29 01:24:05";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"367"
"2025-08-28 08:03:48.626000-03:00";"2025-08-29 07:06:44.605000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Mauana";"985467312";"-1.359365 -48.44153 -2.1000001430511475 6.900000095367432";"-1.359365";"-48.44153";"-2.1000001430511475";"6.900000095367432";"548196871";"84d9ca59-5bfd-4111-979f-eb2c09f6428f";"2025-08-29 10:06:45";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"368"
"2025-08-29 07:06:44.669000-03:00";"2025-08-29 07:08:26.274000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí Ki delícia";"980885683";"-1.359197 -48.439727 -2.000000238418579 13.5";"-1.359197";"-48.439727";"-2.000000238418579";"13.5";"548198227";"77385b8c-08c2-41c9-b84b-b5faad3bebed";"2025-08-29 10:08:27";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"369"
"2025-08-29 07:08:26.296000-03:00";"2025-08-29 07:10:21.755000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Pastor";"981884043";"-1.359097 -48.439559 -2.000000238418579 20.972999572753906";"-1.359097";"-48.439559";"-2.000000238418579";"20.972999572753906";"548199508";"7ca09701-7c14-48ef-9fb0-77ab367dd543";"2025-08-29 10:10:23";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"370"
"2025-08-29 07:10:21.779000-03:00";"2025-08-29 07:12:26.952000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí RR";"981341556";"-1.359518 -48.437505 -2.000000238418579 5";"-1.359518";"-48.437505";"-2.000000238418579";"5";"548201026";"2197ceb3-12aa-4944-8b9f-84186a47c4c8";"2025-08-29 10:12:28";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"371"
"2025-08-29 07:12:26.991000-03:00";"2025-08-29 07:14:08.765000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí+ sabor";"980278465";"-1.359511 -48.436003 -1.5000001192092896 13.07699966430664";"-1.359511";"-48.436003";"-1.5000001192092896";"13.07699966430664";"548202243";"f493548a-b2a0-4858-9808-d220395782da";"2025-08-29 10:14:10";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"372"
"2025-08-29 07:14:08.786000-03:00";"2025-08-29 07:17:22.881000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"100% açaí";"999263471";"-1.35701 -48.438576 -0.8000000715255737 10.887999534606934";"-1.35701";"-48.438576";"-0.8000000715255737";"10.887999534606934";"548204447";"36dbf80e-4533-4e26-9c91-daa5803cd2ae";"2025-08-29 10:17:24";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"373"
"2025-08-29 07:17:22.929000-03:00";"2025-08-29 07:18:57.010000-03:00";"";"GERMANO ALVES QUINDERE NETO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do JR";"998087634";"-1.356465 -48.438963 -0.4000000059604645 12.456000328063965";"-1.356465";"-48.438963";"-0.4000000059604645";"12.456000328063965";"548205384";"613c8a7d-5368-4f45-b262-c6a6f7088840";"2025-08-29 10:18:58";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"374"
